Timestamp_ms,Measured_Distance_m
36768,1.998
36785,1.979
36802,1.998
36819,2.003
36836,2.007
36853,2.003
36870,1.989
36887,1.993
36904,1.965
36921,2.003
36938,1.993
36955,1.998
36972,1.998
36989,1.989
37006,2.007
37023,1.993
37040,2.003
37057,1.989
37074,1.984
37091,1.998
37108,1.979
37125,2.017
37142,1.989
37159,2.003
37176,1.998
37193,2.003
37210,1.975
37227,1.998
37244,2.007
37261,1.975
37278,1.989
37295,1.998
37312,1.970
37329,2.003
37346,1.993
37363,1.998
37380,1.989
37397,2.003
37414,1.979
37431,2.007
37448,1.998
37465,1.979
37482,1.970
37499,1.998
37516,1.989
37533,1.989
37550,1.979
37567,1.998
37584,1.993
37601,1.989
37618,2.003
37635,1.993
37652,1.984
37669,1.998
37686,1.979
37703,1.961
37720,2.012
37737,1.989
37754,1.979
37771,1.989
37788,1.979
37805,1.989
37822,1.975
37839,1.979
37856,1.975
37873,1.984
37890,1.989
37907,1.993
37924,2.007
37941,1.979
37958,1.989
37975,1.998
37992,1.989
38009,1.984
38026,1.993
38043,1.989
38060,1.998
38077,1.984
38094,1.993
38111,2.012
38128,1.984
38145,1.989
38162,1.989
38179,2.003
38196,1.984
38213,1.965
38230,1.998
38247,1.998
38264,1.998
38281,1.984
38298,1.998
38315,2.007
38332,1.989
38349,1.979
38366,1.984
38383,1.993
38400,1.984
38417,1.979
38434,1.998
38451,1.993
38468,2.007
38485,1.956
38502,2.003
38519,1.998
38536,1.993
38553,1.989
38570,1.989
38587,1.989
38604,2.003
38621,1.993
38638,1.979
38655,1.975
38672,2.007
38689,1.989
38706,1.989
38723,1.984
38740,1.989
38757,1.984
38774,2.007
38791,1.989
38808,1.984
38825,2.003
38842,2.017
38859,1.989
38876,1.989
38893,1.984
38910,1.998
38927,2.012
38944,1.984
38961,2.003
38978,1.979
38995,2.003
39012,2.007
39029,1.993
39046,1.998
39063,1.984
39080,1.998
39097,2.012
39114,2.003
39131,1.998
39148,1.979
39165,1.998
39182,2.003
