Timestamp_ms,Measured_Distance_m
6054,4.048
6080,4.029
6106,4.043
6132,4.076
6158,3.954
6184,4.024
6210,4.015
6236,4.062
6262,3.987
6288,4.024
6314,4.067
6340,4.024
6366,4.043
6392,4.001
6418,4.062
6444,4.024
6470,4.043
6496,4.015
6522,4.048
6548,3.982
6574,4.052
6600,4.043
6626,4.038
6652,4.038
6678,4.010
6704,4.067
6730,4.015
6756,4.010
6782,4.024
6808,3.996
6834,3.996
6860,4.015
6886,4.024
6912,4.052
6938,4.006
6964,4.038
6990,4.024
7016,4.048
7042,4.020
7068,4.020
7094,4.062
7120,4.029
7146,4.029
7172,4.043
7198,4.062
7224,4.015
7250,4.010
7276,4.024
7302,4.006
7328,4.038
7354,4.034
7380,4.010
7406,4.010
7432,4.067
7458,4.024
7484,4.001
7510,4.015
7536,4.020
7562,4.015
7588,3.996
7614,4.052
7640,4.043
7666,4.024
7692,4.043
7718,4.015
7744,4.043
7770,4.029
7796,4.038
7822,4.006
7848,4.034
7874,4.062
7900,4.006
7926,4.006
7952,4.034
7978,4.034
8004,4.020
8030,4.015
8056,4.057
8082,4.034
8108,3.982
8134,4.029
8160,4.062
8186,4.024
8212,4.001
8238,4.024
8264,4.052
8290,4.034
8316,4.034
8342,4.024
8368,4.034
8394,4.006
8420,4.057
8446,4.010
8472,3.991
8498,4.015
8524,4.062
8550,4.038
8576,3.991
8602,4.010
8628,4.024
8654,4.071
8680,4.057
8706,4.081
8732,4.038
8758,4.048
8784,4.024
8810,4.006
8836,4.024
8862,4.081
8888,4.024
8914,4.038
8940,4.052
8966,4.020
8992,4.043
9018,4.052
9044,4.006
9070,4.052
9096,4.024
9122,4.038
9148,4.020
9174,4.024
9200,4.024
9226,4.038
9252,4.052
9278,4.038
9304,4.062
9330,4.020
9356,4.048
9382,4.043
9408,4.043
9434,4.034
9460,3.977
9486,3.987
9512,4.024
9538,4.020
9564,4.038
9590,4.024
9616,4.034
9642,3.996
9668,3.977
9694,3.987
9720,3.996
9746,4.062
9772,4.043
9798,4.052
9824,4.071
9850,4.043
9876,4.048
9902,4.010
9928,4.001
9954,4.015
9980,4.024
10006,3.996
10032,3.996
10058,4.006
10084,3.996
10110,4.034
10136,4.024
10162,4.057
10188,4.029
10214,4.029
10240,4.062
10266,4.062
10292,4.052
10318,4.043
10344,4.024
10370,4.006
10396,4.006
10422,4.001
10448,4.034
10474,4.052
10500,4.010
10526,4.024
10552,4.015
10578,4.015
10604,3.987
10630,4.010
10656,3.996
10682,3.996
10708,4.024
10734,3.987
10760,4.034
10786,4.020
10812,3.996
10838,4.010
10864,4.006
10890,4.010
10916,4.015
10942,4.001
10968,4.034
10994,4.024
11020,4.034
11046,4.010
11072,3.996
11098,4.029
11124,4.015
11150,4.029
11176,4.029
11202,4.043
11228,4.020
11254,3.973
11280,4.043
11306,4.062
11332,4.024
11358,3.959
11384,4.034
11410,4.048
11436,4.067
11462,4.024
11488,4.062
11514,4.029
11540,4.020
11566,4.067
11592,3.996
11618,4.043
11644,4.024
11670,4.052
11696,4.052
11722,4.048
11748,3.968
11774,4.076
11800,4.024
11826,4.020
11852,4.029
11878,4.024
11904,4.048
11930,4.024
11956,4.038
11982,4.057
12008,4.076
12034,4.052
12060,4.071
12086,3.991
12112,4.020
12138,4.029
12164,4.048
12190,4.015
12216,4.020
12242,4.020
12268,4.020
12294,4.024
12320,4.024
12346,4.010
12372,4.010
12398,4.029
12424,4.048
12450,4.057
12476,3.991
12502,3.996
12528,4.010
12554,4.034
12580,4.048
12606,3.996
12632,4.020
12658,4.071
12684,4.052
12710,4.062
12736,4.076
12762,3.987
12788,4.085
12814,4.043
12840,4.020
12866,4.034
12892,3.977
12918,4.057
12944,4.062
12970,4.015
12996,3.987
13022,4.010
13048,4.071
13074,4.029
13100,4.024
13126,4.010
13152,4.043
13178,4.024
13204,3.996
13230,4.024
13256,4.048
13282,4.024
13308,3.987
13334,3.996
13360,4.029
13386,4.038
13412,3.996
13438,4.067
13464,4.071
13490,4.076
13516,4.006
13542,4.024
13568,4.029
13594,4.001
13620,3.996
13646,4.052
13672,4.015
13698,3.991
13724,3.996
13750,4.052
13776,4.020
13802,4.029
13828,4.085
13854,4.062
13880,4.038
13906,4.052
13932,4.001
13958,3.996
13984,4.048
14010,4.057
14036,4.043
14062,4.024
14088,4.024
14114,3.977
14140,3.996
14166,4.024
14192,4.024
14218,4.010
14244,4.071
14270,4.062
14296,4.048
14322,4.038
14348,4.024
14374,4.024
14400,4.071
14426,3.987
14452,4.067
14478,4.024
14504,4.029
14530,3.996
14556,4.020
14582,4.015
14608,4.052
14634,4.048
14660,3.996
14686,4.034
14712,4.006
14738,4.062
14764,4.095
14790,3.996
14816,4.052
14842,4.038
14868,4.015
14894,4.001
14920,4.067
14946,4.034
14972,4.034
14998,4.048
15024,4.043
15050,4.057
15076,3.996
15102,4.062
15128,4.020
15154,4.038
15180,3.977
15206,4.015
15232,4.052
15258,4.024
15284,4.034
15310,4.006
15336,4.006
15362,4.043
15388,3.996
15414,3.987
15440,4.020
15466,4.024
15492,4.024
15518,4.015
15544,3.963
15570,4.024
15596,4.024
15622,4.071
15648,4.038
15674,4.006
15700,4.006
15726,3.987
15752,4.001
15778,4.038
15804,4.034
15830,3.968
15856,4.020
15882,4.010
15908,4.006
15934,4.010
15960,3.996
15986,3.977
16012,4.015
16038,4.052
16064,4.057
16090,4.038
16116,4.057
16142,4.071
16168,4.006
16194,3.987
16220,4.010
16246,4.006
16272,4.034
16298,4.057
16324,4.038
16350,4.015
16376,4.043
16402,4.034
16428,4.081
16454,4.034
16480,4.020
16506,4.034
16532,4.062
16558,4.043
16584,4.038
16610,4.048
16636,4.043
16662,4.043
16688,4.043
16714,4.029
16740,4.057
16766,4.034
16792,4.081
16818,4.043
16844,4.038
16870,4.052
16896,4.076
16922,4.057
16948,4.038
16974,4.020
17000,4.001
17026,4.048
17052,4.038
17078,4.048
17104,4.071
17130,4.010
17156,4.043
17182,3.968
17208,4.006
17234,4.029
17260,4.020
17286,4.062
17312,3.987
17338,4.015
17364,4.001
17390,4.034
17416,3.996
17442,4.006
17468,4.043
17494,4.071
17520,3.996
17546,4.067
17572,4.052
17598,4.038
17624,4.057
17650,4.015
17676,4.010
17702,4.048
17728,4.043
17754,3.977
17780,4.020
17806,4.029
17832,3.996
17858,4.034
17884,3.987
17910,3.987
17936,4.081
17962,4.034
17988,3.996
18014,4.048
18040,4.048
18066,4.052
18092,4.006
18118,4.052
18144,3.996
18170,4.024
18196,4.024
18222,4.024
18248,4.006
18274,4.052
18300,4.034
18326,3.987
18352,4.015
18378,4.034
18404,4.015
18430,4.043
18456,4.043
18482,4.052
18508,4.029
18534,4.001
18560,4.024
18586,4.001
18612,4.024
18638,3.991
18664,4.038
18690,4.057
18716,4.024
18742,3.982
18768,4.081
18794,4.062
18820,4.062
18846,4.057
18872,4.052
18898,4.024
18924,4.038
18950,4.029
18976,3.987
19002,4.029
19028,4.071
19054,4.043
19080,4.038
19106,4.020
19132,4.052
19158,4.029
19184,4.034
19210,4.067
19236,4.001
19262,4.052
19288,4.043
19314,4.024
19340,4.043
19366,4.043
19392,4.043
19418,4.010
19444,3.991
19470,4.024
19496,4.071
19522,4.071
19548,4.006
19574,4.006
19600,4.034
19626,4.081
19652,4.029
19678,4.062
19704,3.959
19730,4.024
19756,4.043
19782,4.062
19808,4.048
19834,4.010
19860,4.015
19886,4.024
19912,4.020
19938,4.062
19964,4.034
19990,4.062
20016,3.977
20042,4.052
20068,4.052
20094,4.024
20120,4.076
20146,4.057
20172,3.991
20198,4.029
20224,3.996
20250,4.015
20276,4.071
20302,4.043
20328,4.015
20354,4.034
20380,4.062
20406,4.038
20432,4.010
20458,4.067
20484,4.024
20510,4.043
20536,4.052
20562,4.062
20588,4.006
20614,4.029
20640,4.001
20666,4.081
20692,4.029
20718,4.024
20744,3.996
20770,4.024
20796,4.010
20822,4.015
20848,3.987
20874,3.959
20900,4.015
20926,4.048
20952,4.052
20978,4.062
21004,4.057
21030,4.067
21056,4.006
21082,4.062
21108,4.057
21134,4.020
21160,4.015
21186,4.067
21212,4.006
21238,4.034
21264,4.001
21290,4.015
21316,4.020
21342,3.991
21368,4.024
21394,4.006
21420,4.043
21446,3.987
21472,4.020
21498,3.987
21524,3.982
21550,3.973
21576,4.024
21602,4.057
21628,4.052
21654,4.043
21680,4.034
21706,4.038
21732,4.043
21758,4.057
21784,3.996
21810,3.959
21836,4.043
21862,4.006
21888,3.982
21914,4.062
21940,4.015
21966,4.034
21992,4.057
22018,4.071
22044,4.029
22070,4.062
22096,4.043
22122,4.048
22148,4.034
22174,4.057
22200,4.052
