Timestamp_ms,Measured_Distance_m
4450,8.682
4461,8.733
4472,8.738
4483,8.255
4494,8.701
4505,8.752
4516,8.776
4527,8.691
4538,8.274
4549,8.738
4560,8.738
4571,8.208
4582,8.715
4593,8.729
4604,8.194
4615,8.302
4626,8.246
4637,8.771
4648,8.733
4659,8.715
4670,8.696
4681,8.232
4692,8.218
4703,8.682
4714,8.719
4725,8.738
4736,8.677
4747,8.649
4758,8.260
4769,8.194
4780,8.677
4791,8.663
4802,8.705
4813,7.777
4824,8.729
4835,8.729
4846,8.682
4857,8.687
4868,8.682
4879,8.705
4890,8.691
4901,8.232
4912,8.738
4923,8.733
4934,8.719
4945,8.691
4956,8.701
4967,8.687
4978,8.715
4989,8.630
5000,8.250
5011,8.672
5022,8.696
5033,8.715
5044,8.710
5055,8.715
5066,8.288
5077,8.724
5088,8.677
5099,8.218
5110,8.691
5121,8.715
5132,8.208
5143,8.302
5154,8.748
5165,8.757
5176,8.715
5187,8.733
5198,8.250
5209,8.663
5220,8.236
5231,8.705
5242,8.649
5253,8.133
5264,8.733
5275,8.668
5286,8.691
5297,8.696
5308,8.687
5319,8.241
5330,8.696
5341,8.255
5352,8.250
5363,8.733
5374,8.218
5385,8.710
5396,8.682
5407,8.705
5418,8.250
5429,8.719
5440,8.705
5451,8.738
5462,8.246
5473,8.677
5484,8.677
5495,8.696
5506,8.208
5517,8.682
5528,8.677
5539,8.696
5550,8.701
5561,8.227
5572,8.696
5583,8.677
5594,8.691
5605,8.710
5616,8.705
5627,8.710
5638,8.677
5649,8.250
5660,8.682
5671,8.672
5682,8.194
5693,8.658
5704,8.264
5715,8.278
5726,8.691
5737,8.696
5748,8.264
5759,8.264
5770,7.744
5781,8.677
5792,8.696
5803,8.715
5814,8.715
5825,8.269
5836,8.715
5847,8.264
5858,8.715
5869,8.672
5880,8.715
5891,8.189
5902,8.677
5913,8.672
5924,8.705
5935,8.724
5946,8.283
5957,8.705
5968,8.682
5979,8.710
5990,8.705
6001,8.715
6012,8.668
6023,8.733
6034,8.682
6045,8.687
6056,8.658
6067,8.691
6078,8.171
6089,8.218
6100,8.710
6111,8.705
6122,8.705
6133,8.701
6144,8.687
6155,8.682
6166,8.672
6177,8.260
6188,8.715
6199,8.236
6210,8.715
6221,8.691
6232,8.668
6243,8.677
6254,8.236
6265,8.748
6276,8.194
6287,8.752
6298,8.213
6309,8.264
6320,8.250
6331,8.236
6342,8.705
6353,8.677
6364,8.715
6375,8.236
6386,8.705
6397,8.687
6408,8.199
6419,8.762
6430,8.724
6441,8.677
6452,8.705
6463,8.687
6474,8.715
6485,8.738
6496,8.232
6507,7.866
6518,8.677
6529,8.682
6540,8.687
6551,8.260
6562,8.222
6573,8.762
6584,8.696
6595,8.724
6606,8.236
6617,8.748
6628,8.757
6639,8.185
6650,8.715
6661,8.696
6672,8.719
6683,8.677
6694,8.710
6705,8.687
6716,8.701
6727,8.269
6738,8.297
6749,8.691
6760,8.677
6771,8.691
6782,8.710
6793,8.705
6804,8.701
6815,8.715
6826,8.724
6837,8.682
6848,8.682
6859,8.682
6870,8.696
6881,8.705
6892,8.724
6903,8.729
6914,8.246
6925,8.696
6936,8.738
6947,8.729
6958,8.691
6969,8.663
6980,7.781
6991,8.701
7002,8.705
7013,8.724
7024,7.739
7035,8.682
7046,8.194
7057,8.649
7068,8.640
7079,8.250
7090,8.644
7101,8.630
7112,8.626
7123,8.236
7134,8.654
7145,8.649
7156,8.677
7167,8.644
7178,8.630
7189,8.672
7200,8.630
7211,8.649
7222,8.658
7233,8.649
7244,8.687
7255,8.658
7266,8.316
7277,8.424
7288,7.936
7299,7.842
7310,7.739
7321,7.870
7332,7.767
7343,7.828
7354,8.288
7365,8.743
7376,8.274
7387,8.654
7398,8.386
7409,8.283
7420,8.269
7431,8.687
7442,8.626
7453,8.663
7464,8.250
7475,8.644
7486,8.232
7497,8.260
7508,8.218
7519,8.185
7530,8.241
7541,7.814
7552,7.842
7563,7.852
7574,8.733
7585,8.372
7596,8.264
7607,7.838
7618,8.288
7629,7.730
7640,8.283
7651,7.739
7662,8.335
7673,7.847
7684,8.382
7695,8.250
7706,8.278
7717,7.828
7728,8.316
7739,7.777
7750,8.321
7761,8.302
7772,8.288
7783,8.288
7794,8.232
7805,8.260
7816,8.232
7827,7.847
7838,8.752
7849,8.748
7860,7.842
7871,8.236
7882,8.278
7893,8.715
7904,7.772
7915,8.241
7926,7.824
7937,8.724
7948,7.777
7959,8.771
7970,8.743
7981,8.203
7992,8.302
8003,7.753
8014,8.283
8025,7.847
8036,8.677
8047,7.809
8058,8.297
8069,8.278
8080,7.852
8091,7.786
8102,8.705
8113,8.715
8124,8.672
8135,7.805
8146,8.255
8157,8.274
8168,8.738
8179,7.791
8190,8.269
8201,8.250
8212,8.743
8223,8.719
8234,7.748
8245,8.264
8256,8.701
8267,8.715
8278,8.274
8289,8.288
8300,8.236
8311,7.819
8322,8.719
8333,8.691
8344,7.838
8355,8.250
8366,8.710
8377,8.264
8388,8.321
8399,7.720
8410,8.260
8421,8.757
8432,7.730
8443,8.246
8454,8.752
8465,8.738
8476,8.222
8487,8.687
8498,8.199
8509,8.658
8520,8.222
8531,7.819
8542,8.241
8553,8.274
8564,8.729
8575,8.269
8586,8.302
8597,8.729
8608,8.719
8619,8.762
8630,8.729
8641,8.776
8652,8.701
8663,8.241
8674,7.875
8685,8.316
8696,8.696
8707,8.691
8718,8.246
8729,8.269
8740,8.743
8751,8.705
8762,8.733
8773,8.729
8784,8.705
8795,8.748
8806,8.293
8817,7.730
8828,7.861
8839,8.302
8850,8.724
8861,7.819
8872,8.724
8883,8.307
8894,8.719
8905,8.246
8916,8.762
8927,8.227
8938,8.232
8949,8.724
8960,7.856
8971,8.278
8982,7.720
8993,8.208
9004,8.260
9015,8.232
9026,8.766
9037,8.715
9048,8.227
9059,8.288
9070,8.297
9081,8.293
9092,7.706
9103,8.246
9114,8.218
9125,8.246
9136,8.724
9147,8.748
9158,8.748
9169,8.278
9180,7.767
9191,8.283
9202,8.701
9213,8.715
9224,7.828
9235,8.264
9246,8.701
9257,8.222
9268,8.738
9279,8.222
9290,7.748
9301,8.232
9312,8.715
9323,7.791
9334,8.691
9345,8.724
9356,8.293
9367,8.250
9378,8.785
9389,8.748
9400,8.766
9411,8.687
9422,7.852
9433,8.194
9444,8.311
9455,8.241
9466,8.733
9477,8.250
9488,8.729
9499,8.710
9510,8.307
9521,8.250
9532,8.232
9543,8.260
9554,8.283
9565,8.264
9576,8.757
9587,8.776
9598,8.264
