Timestamp_ms,Measured_Distance_m
11389,8.696
11406,8.630
11423,8.274
11440,8.626
11457,8.358
11474,8.654
11491,8.250
11508,8.672
11525,8.288
11542,8.274
11575,8.635
11592,8.654
11609,8.658
11626,8.658
11643,8.701
11660,8.644
11677,8.696
11694,8.668
11728,8.696
11745,8.649
11762,8.649
11779,8.358
11796,8.635
11813,8.677
11830,8.185
11847,8.682
11864,8.701
11881,8.677
11898,8.687
11915,8.644
11932,8.264
11949,8.222
11966,8.668
11983,8.644
12000,8.672
12017,8.630
12034,8.644
12068,8.672
12085,8.668
12102,8.194
12119,8.705
12136,8.658
12170,8.701
12187,8.658
12204,8.663
12221,8.663
12238,8.640
12255,8.677
12272,8.672
12289,8.640
12306,8.644
12323,8.677
12340,8.654
12357,8.180
12374,8.246
12391,8.687
12408,8.640
12441,8.621
12458,8.663
12475,8.227
12492,8.654
12509,8.649
12526,8.269
12543,8.658
12560,8.649
12577,8.701
12594,8.668
12611,8.672
12628,8.682
12662,8.682
12696,8.658
12713,8.663
12730,8.687
12747,8.658
12764,8.663
12781,8.672
12798,8.668
12815,8.649
12832,8.241
12849,8.668
12866,8.677
12883,8.175
12900,8.705
12917,8.672
12934,8.644
12951,8.626
12968,8.349
12985,8.658
13002,8.611
13019,8.232
13036,8.687
13053,8.161
13070,8.649
13087,8.672
13104,8.701
13121,8.218
13138,8.658
13172,8.236
13206,8.658
13223,8.677
13240,8.654
13274,8.635
13291,8.635
13308,8.626
13325,8.246
13342,8.626
13359,8.644
13376,8.658
13410,8.232
13427,8.640
13444,8.218
13461,8.274
13478,8.687
13495,8.687
13512,8.630
13529,8.626
13546,8.658
13563,8.687
13580,8.663
13597,8.682
13630,8.658
13647,8.696
13664,8.640
13681,8.668
13698,8.611
13715,8.593
13732,8.668
13749,8.672
13766,8.705
13783,8.663
13800,8.677
13817,8.246
13850,8.194
13867,8.640
13884,8.185
13901,8.687
13918,8.705
13935,8.194
13968,8.649
13985,8.175
14002,8.236
14019,8.668
14036,8.715
14053,8.696
14070,8.640
14087,8.649
14120,8.382
14137,8.668
14154,8.677
14171,8.668
14188,8.199
14205,8.626
14238,8.687
14255,8.293
14272,8.668
14289,8.658
14306,8.640
14323,8.626
14340,8.218
14357,8.621
14390,8.241
14424,8.649
14441,8.199
14474,8.640
14491,8.640
14508,8.227
14525,8.658
14542,8.687
14559,8.644
14576,8.658
14593,8.626
14610,8.654
14627,8.185
14644,8.672
14661,8.274
14694,8.635
14711,8.668
14744,8.218
14761,8.649
14794,8.227
14811,8.283
14844,8.635
14861,8.696
14878,8.264
14895,8.640
14912,8.654
14929,8.644
14946,8.630
14980,8.602
14997,8.644
15014,8.658
15031,8.621
15064,8.644
15081,8.236
15098,8.663
15115,8.274
15132,8.640
15149,8.672
15166,8.687
15183,8.668
15200,8.654
15217,8.405
15250,8.236
15267,8.138
15284,8.222
15301,8.649
15318,8.264
15335,8.199
15352,8.687
15369,8.630
15386,8.635
15420,8.682
15437,8.630
15454,8.640
15471,8.630
15488,8.649
15505,8.654
15539,8.658
15556,8.682
15573,8.677
15590,8.222
15607,8.227
15624,8.668
15641,8.658
15658,8.203
15692,8.626
15726,8.283
15743,8.687
15760,8.649
15777,8.264
15794,8.663
15811,8.626
15828,8.621
15845,8.640
15879,8.644
15896,8.644
15913,8.152
15930,8.199
15947,8.630
15964,8.635
15981,8.696
15998,8.649
16015,8.691
16032,8.668
16049,8.349
16066,8.654
16083,8.621
16100,8.644
16117,8.635
16134,8.644
16151,8.682
16168,8.588
16185,8.241
16202,8.649
16236,8.288
16270,8.668
16287,8.668
16304,8.203
16321,8.630
16338,8.654
16355,8.222
16372,8.658
16389,8.687
16406,8.649
16440,8.621
16457,8.644
16474,8.630
16491,8.607
16508,8.616
16525,8.311
16542,8.321
16576,8.663
16593,8.626
16610,8.194
16627,8.663
16661,8.649
16694,8.658
16711,8.654
16728,8.649
16745,8.668
16762,8.649
16779,8.668
16813,8.668
16830,8.255
16847,8.691
16881,8.658
16915,8.691
16932,8.654
16949,8.663
16966,8.668
16983,8.668
17000,8.180
17017,8.677
17034,8.658
17051,8.626
17068,8.649
17085,8.597
17102,8.602
17119,8.705
17136,8.687
17170,8.621
17187,8.640
17221,8.677
17238,8.635
17255,8.274
17272,8.715
17289,8.232
17306,8.635
17323,8.649
17340,8.607
17357,8.621
17374,8.691
17391,8.649
17408,8.635
17425,8.710
17442,8.227
17459,8.166
17476,8.180
17493,8.626
17510,8.203
17527,8.644
17544,8.250
17561,8.663
17595,8.621
17629,8.607
17646,8.668
17663,8.616
17680,8.696
17697,8.668
17714,8.626
17731,8.630
17748,8.264
17765,8.649
17782,8.630
17799,8.293
17850,8.621
17867,8.672
17884,8.687
17901,8.616
17918,8.649
17935,8.668
17952,8.630
17969,8.672
17986,8.687
18003,8.682
18037,8.616
18071,8.663
18088,8.194
18105,8.658
18122,8.658
18139,8.705
18156,8.611
18173,8.607
18190,8.687
18207,8.654
18224,8.602
18241,8.640
18258,8.705
18275,8.649
18292,8.175
18309,8.658
18326,8.635
18343,8.189
18360,8.658
18377,8.668
18394,8.644
18411,8.691
18428,8.654
18445,8.213
18479,8.232
18496,8.611
18513,8.630
18530,8.635
18547,8.640
18564,8.649
18581,8.677
18598,8.250
18615,8.644
18632,8.705
18649,8.658
18666,8.635
18683,8.640
18700,8.687
18717,8.621
18734,8.232
18751,8.743
18768,8.218
18785,8.668
18802,8.677
18819,8.213
18836,8.719
18853,8.640
18870,8.626
18887,8.668
18904,8.682
18921,8.644
18938,8.640
18955,8.227
18972,8.630
18989,8.658
19006,8.672
19023,8.607
19040,8.682
19057,8.668
19074,8.644
19091,8.677
19108,8.677
19125,8.668
19142,8.166
19159,8.649
19193,8.630
19210,8.635
19227,8.236
19244,8.166
19261,8.668
19278,8.687
19312,8.649
19329,8.649
19346,8.649
19363,8.293
19380,8.649
19397,8.293
19414,8.255
19448,8.691
19465,8.677
19482,8.635
19499,8.630
19516,8.626
19533,8.635
19550,8.644
19567,8.649
19584,8.682
19601,8.157
19618,8.701
19635,8.588
19652,8.593
19669,8.269
19686,8.630
19703,8.658
19720,8.194
19737,8.649
19771,8.166
19788,8.696
19805,8.654
19839,8.208
19856,8.691
19873,8.241
19907,8.236
19941,8.274
19958,8.640
19975,8.616
19992,8.687
20009,8.635
20060,8.255
20077,8.213
20094,8.654
20111,8.663
20128,8.175
20145,8.677
20162,8.611
20179,8.227
20196,8.626
20213,8.696
20230,8.213
20264,8.710
20281,8.668
20298,8.663
20315,8.152
20332,8.658
20349,8.621
20366,8.658
20383,8.621
20400,8.255
20417,8.180
20434,8.668
20451,8.616
20468,8.687
20485,8.668
20519,8.232
20536,8.668
20553,8.696
20570,8.222
20587,8.260
20604,8.654
20621,8.682
20655,8.677
20689,8.682
20723,8.658
20740,8.658
20757,8.696
20774,8.672
20791,8.649
20808,8.194
20825,8.677
20842,8.630
20859,8.635
20876,8.687
20910,8.626
20927,8.687
20944,8.672
20961,8.283
20978,8.640
20995,8.668
21012,8.687
21029,8.677
21046,8.687
21063,8.677
21080,8.677
21114,8.677
21131,8.644
21148,8.715
21165,8.630
21199,8.644
21216,8.668
21233,8.640
21250,8.672
21267,8.185
21284,8.616
21301,8.668
21335,8.288
21352,8.677
21386,8.621
21403,8.668
21420,8.640
21437,8.616
21454,7.772
21504,8.630
21521,8.616
21538,8.640
21555,8.640
21572,8.640
21589,8.672
21606,8.213
21640,8.640
21657,8.166
21674,8.696
21691,8.663
21725,8.663
21742,8.705
21759,8.687
21776,8.621
21827,8.626
21844,8.654
21861,8.658
21878,8.654
21895,8.630
21912,8.640
21929,7.988
21946,8.602
21963,8.710
21980,8.668
21997,8.602
22014,8.687
22031,8.630
22048,8.687
22065,8.640
22082,8.682
22099,8.363
22116,8.630
22133,8.640
22150,8.658
22167,8.611
22184,8.691
22201,8.649
22218,8.696
22235,8.311
22252,8.649
22269,8.691
22336,8.658
22353,8.654
22370,8.649
22404,8.663
22421,8.635
22455,8.649
22472,8.677
22489,8.649
22506,8.668
22540,8.175
22574,7.777
22591,8.189
22608,8.658
22658,8.227
22675,8.658
22692,8.654
22709,8.649
22743,8.640
22760,8.199
22777,8.621
22794,8.649
22811,8.677
22828,8.208
22862,8.339
22879,8.640
22896,8.658
22913,8.696
22930,8.166
22947,8.635
22964,8.663
22998,8.668
23032,8.658
23066,8.715
23083,8.630
23100,8.616
23117,8.630
23134,8.658
23151,8.644
23168,8.649
